CÓDIGO;RUBRICA;ABATE TETO C.F.ATÉ JAN2004;ABATE TETO C.F. A PARTIR FEV2004
18677;AO 964474-0 4VF/AL 3,17%;X;X
18678;AO 964456-2 4VF/AL 3,17%;X;X
18679;AO 964456-2 4VF/AL 3,17%;X;X
18680;AO 964458-9 4VF/AL 3,17%;X;X
18681;AO 964458-9 4VF/AL 3,17%;X;X
18682;AD 967672-5 3VF/MS DEV. VALORE;X;X
18683;AD 967671- 3VF/MS DEV. VALORES;X;X
18684;MS 9413601-3 1VF/CE TETO S/VAN;;
18685;MS 9413601-3 1VF/CE TET S/VAN;;
18686;MS 97352776-4 4VF/GO QUINTO/FC;X;X
18687;MS 97352776-4 4VF/GO QUINTO/FC;X;X
18688;RT 1923/89 39JCJ/RJ HORA EXTRA;X;X
18689;RT 1923/89 39JCJ/RJ HORA EXTRA;X;X
18690;MS 9611667-9 9VF/DF REST.VANT.;X;X
18691;MS 9611667-9 9VF/DF REST. VANT;X;X
18692;AO 971751-6 4VF/AL 3,17%;X;X
18693;AO 971751-6 4VF/AL 3,17%;X;X
18694;AO 954015-8 3VF/AL 3,17%;X;X
18695;AO 954015-8 3VF/AL 3,17%;X;X
18696;AO 964192-0 4VF/AL 3,17%;X;X
18697;AO 964192-0 4VF/AL 3,17%;X;X
18698;AO 964222-5 2VF/AL 3,17%;X;X
18699;AO 964222-5 2VF/AL 3,17%;X;X
18700;AO 966174-2 3VF/AL 3,17%;X;X
18701;AO 966174-2 3VF/AL 3,17%;X;X
18702;AO 9616610-2 1VF/CE 3,17%;X;X
18703;AO 9616610-2 1VF/CE 3,17%;X;X
18704;AC 9231476-7 26VF/RJ HONORARIO;X;X
18705;AC 9231476-7 26VF/RJ HONORARIO;X;X
18706;MS 94102438-3 VF/JF FC NIVEL 7;X;X
18707;MS 94102438-3 VF/JF FG-NIVEL 7;X;X
18708;MS 95103540-9 VF/JF QUINTOS FC;;X
18709;MS 95103540-9 VF/JF QUINTOS FC;;X
18710;MS 967904-8 5VF/PR QUINTOS;;X
18711;MS 967904-8 5VF/PR QUINTOS;;X
18712;MS 9613239-9 18VF/RJ BIENAL;X;X
18713;RT 1759/90 8JCJ/PE AD.PERICUL.;X;X
18714;MS 9412307-8 5VF/CE E.V.P.T.;X;X
18715;RT 1279/89 39JCJ - EQUIP. SAL.;X;X
18716;AO 9630466-1 5VF/CE - GDAR;X;X
18717;MS 973822-0 29VF/RJ - V.A.184;X;X
18718;RT 1279/89 39JCJ EQUIP. SALAR.;X;X
18719;MS 9642684-8 4VF/CE MAN. PROV;X;X
18720;AC 963049-9 3VF/RO GEL;X;X
18721;AC 963049-9 3VF/RO GEL;X;X
18722;AO 971284-0 2VF/PR ISONOM.ESCR;X;X
18723;AO 971284-0 2VF/PE ISONOMIA ES;X;X
18724;AO 975194-0 11VF/RJ ISONOMIA E;X;X
18725;AO 975194-0 11VF/RJ ISONOMIA E;X;X
18726;AO 9616737-0 1V/CE 3,17%;X;X
18727;AO 9616737-0 1VF/CE 3,17%;X;X
18728;MS 200040834-8 1VF/DF GPS;X;X
18729;MS 97318-3 1VF/AL ABONO;X;X
18730;MS 200040269-1 16VF/DF GPS;X;X
18731;MS 200040269-1 16VF/DF GPS;X;X
18732;MS 200040829-0 9VF/DF GPS;X;X
18733;MS 200040507-8 9VF/DF GPS;X;X
18734;AO 200021722-1 2VF/DF 3,17;X;X
18735;MS 200081358-6 2VF/CE COMP SAL;X;X
18736;MS 200081358-6 2VF/CE COMP SAL;X;X
18737;MS 200012557-6 2VF/CE COMP SAL;X;X
18738;MS 200012557-6 2VF/CE COMP SAL;X;X
18739;AS 9418075-6 1VF/SE COMP SAL;X;X
18740;MS 965202-6 JF/PA PSS 6%;X;X
18741;AS 9419740-3 3VF/SE CONP SAL;X;X
18742;AS 9418083-7 3VF/SE COMP SAL;X;X
18743;MS 200012120-4 6VF/PB COMP SAL;X;X
18744;MS 200012842-9 6VF/PB COMP SAL;X;X
18745;AO 951047-0 7VF/DF REV APOSENT;X;X
18746;QUINTOS S/FG;;X
18747;MS 20002344-4 6VF/DF COMP SAL;X;X
18748;MS 20002344-4 6VF/DF COMP SAL;X;X
18749;RAV;X;X
18750;MS200012440-7 4VF/CE GID;X;X
18751;AO 9619024-0 13VF/SP DEV. PSS;X;X
18752;AO 985706-4 5VF/CE DEV/IR/ABON;;
18753;AO 985706-4 5VF/CE DEV/IR/ABON;;
18754;AO 200015970-4 1VF/RS QUINTOS;;X
18755;AO 200015970-4 1VF/RS QUINTOS;;X
18756;MS 20004811-0 4VF/DF GDAT;X;X
18757;MS 20004811-0 4VF/DF GDAT;X;X
18758;AO 974843-8 6VF/SC 3,17%;X;X
18759;AO 974843-8 6VF/SC 3,17%;X;X
18760;AO 96927-9 5VF/MA 3,17%;X;X
18761;AO 96927-9 5VF/MA 3,17%;X;X
18762;RT 33/91 2JCJ/RS FUNCAO GRATIF;X;X
18763;RT 2130490021 2JCJ/AM 20%;X;X
18764;RT 213049002-1 2JCJ/AM;X;X
18765;AO 969850-6 3VF/RN 3,17%;X;X
18766;AO 969850-6 3VF/RN 3,17%;X;X
18767;AO 9517459-6 5VF/DF 3,17%;X;X
18768;AO 9517459-6 5VF/DF 3,17%;X;X
18769;AO 977045-0 6VF/SC 3,17%;X;X
18770;AO 977045-0 6VF/SC 3,17%;X;X
18771;AO 9622970-8 1VF/MG 3,17%;X;X
18772;AO 9622970-8 1VF/MG 3,17%;X;X
18773;MS 200022193-0 7VF/RJ GID;X;X
18774;MS 973802578-9 JF/MG PSS 6%;X;X
18775;MS 973802447-0 JF/MG PSS 6%;X;X
18776;MS 9920978-8 20VF/RJ GAE/GCT;X;X
18777;MS 9920978-8 20VF/RJ GAE/GCT;X;X
18778;AO 9328324-3 4VF/RN ANUêNIO;X;X
18779;AO 967382-1 3VF/AL 3,17%;X;X
18780;AO 967382-1 3VF/AL 3,17%;X;X
18781;MS 2000115035-1 18VF/RJ GID;X;X
18782;MS 200033936-1 3VF/MG GID;X;X
18783;MS 9822242-0 6VF/DF DL 2333;X;X
18784;MS 9822242-0 6VF/DF DL 2333;X;X
18785;AS 9419731-4 3VF/SE COMP SAL;X;X
18786;MS 993628-1 3VF/ES PSS/GRATNAT;;
18787;MS 9911805-9 1VF/ES PSS/GRANAT;;
18788;MS 20007848-4 16VF/DF QUIN/FC;X;X
18789;MS 9930189-8 16VF/DF GDAT;X;X
18790;MS 9734866-5 14VF/DF DECIM/FG;X;X
18791;AO 9211383-4 1VF/SE 7/30-16,19;X;X
18792;RT 1973/91 1JCJ GRAT NIV SUPER;X;X
18793;AO 962520-7 4VF/AL 3,17%;X;X
18794;AO 962520-7 4VF/AL 3,17%;X;X
18795;MS 9920176-4 7VF/GO GDAT;X;X
18796;MS 9920176-4 7VF/GO GDAT;X;X
18797;AO 951894-1 2VF/SP PSS 6%;X;X
18798;MS 200019165-0 3VF/RS ART 192;X;X
18799;MS 200021093-0 3VF/RS ART 192;X;X
18800;ACI 9730428-0 3VF/AC PSS 6%;X;X
18801;MS 968793-8 1VF/MS PSS 6%;X;X
18802;MS 9739331-1 1VF/PA PSS 6%;X;X
18803;MS 966323-0 1VF/PA PSS 6%;X;X
18804;MS 9636136-3 20VF/SP 2PER.FERI;X;X
18805;RESPOSICAO A - III - SENT.;X;X
18806;MS 200020515-5 5VF/RS ART 192;X;X
18807;MS 200019926-0 7VF/RS ART192;X;X
18808;MS 20006314-3 4VF/DF RM/OP/GAD;X;X
18809;MS 9331992-2 6VF/CE VAN.A.184;X;X
18810;MS 9331992-2 6VF/CE VAN. A.184;X;X
18811;MS 97380209-4 VU/MG ABONO;X;X
18812;MS 97380213-0 VU/MG ABONO;X;X
18813;EXEC. 64960151532 1VF/CE DESC.;X;X
18814;MS 9617445-8 13VF/DF DEC.A.192;X;X
18815;AO 976270-8 5VF/RN GOE;X;X
18816;AO 976270-8 5VF/RN GOE;X;X
18817;MS 9625816-3 16VF/DF QUINTOS;;X
18818;MS 973803604-3 VF/UBER AD.IR.I;X;X
18819;AO 3210-7 1VF/PB 12 REF.;X;X
18820;AO 3210-7 1VF/PB 12 REF;X;X
18821;AO 978261-4 JF/GO - PSS 6%;X;X
18822;MS 978262-7 JF/GO - PSS 6%;X;X
18823;MS 973261-2 12VF/RS BIENAL;X;X
18824;MS 73261-2 12VF/RS BIENAL;X;X
18825;MC 97402471-1 1VFJF/SP PSS 6%;X;X
18826;MS 97355974-0 4VF/GO - PSS 6%;X;X
18827;AO 971101678-8 VU/RS PSS 6%;X;X
18828;AO 971101676-1 VU/RS PSS 6%;X;X
18829;AO 971100829-7 VU/RS PSS 6%;X;X
18830;AO 971100832-7 VU/RS - PSS 6%;X;X
18831;AO 971100831-0 VU/RS PSS 6%;X;X
18832;AO 971101668-0 VU/RS PSS 6%;X;X
18833;ACI 9742572-0 1VF/RR GEL S/GAE;X;X
18834;ACI 9742572-0 1VF/RR GEL S/GAE;X;X
18835;MS 97382439-9 14VF/MG V.C.P.AD;X;X
18836;MS 974154-0 6VF/GO DEC.FC;X;X
18837;AO 934615-2 8VF/CE ANUENIO;;X
18838;AO 934615-2 8VF/CE ANUENIO;;X
18839;MS 9642388-1 3VF/CE DEV.IR;X;X
18840;MS 9642388-1 3VF/CE DEV. IR;X;X
18841;MS 967710-0 3VF/DF RESTAB.GAE;X;X
18842;MS 967710-0 3VF/DF REST. GAE;X;X
18843;AC 963411-7 1VF/RO 3,17%;X;X
18844;AC 963411-7 1VF/RO 3,17%;X;X
18845;"AO 936549-1 5VF/PE V.ART.QUIN;";X;X
18846;AO 9315999-8 6VF/PE V. 192 QUI;X;X
18847;REENQUADRAMENTO - SENT;X;X
18848;AO 974176-0 6VF/SC 3,17%;X;X
18849;AO 974176-0 6VF/SC 3,17%;X;X
18850;RT 191/90 1JCJ/PE INC QUINTOS;;X
18851;AO 954111-1 4VF/AL 28,86;X;X
18852;MS 97237-3 2VF/AL ABONO;X;X
18853;AO 954111-1 4VF/AL 28,86%;X;X
18854;AO 936683-8 13VF/DF ANUENIO;;X
18855;AO 936683-8 13VF/DF LIC PREMIO;;
18856;AO 9315157-6 1VF/DF ANUENIO;;X
18857;AO 9315157-6 1VF/DF LIC PREMIO;;
18858;MS 200041863-0 9VF/DF GPS;X;X
18859;MS 200041863-0 9VF/DF GPS;X;X
18860;AC 9753167-0 3VF/DF ANUENIO;;X
18861;AC 9753167-0 3VF/DF LIC PREMIO;;
18862;MS 96202255-8 1VF/MG PSS 6%;X;X
18863;GRAT. LEI 7756/89;X;X
18864;RT 1686/90 7JCJ/CE 84,32%;X;X
18865;RT 699671702/92 3JCJ/RN 26,05%;X;X
18866;RT 699671702/92 3JCJ/RN 26,05%;X;X
18867;RT 1686/90 7JCJ/CE 84,32%;X;X
18868;AO 943945-0 4VF/DF ANUENIO;;X
18869;TICKET ALIMENTACAO - SENT;X;X
18870;REPOSICAO A - III - SENT;X;X
18871;DEV. DESC. HORA EXTRA - SENT;X;X
18872;MS 971806-7 1VF/SC PSS 6%;X;X
18873;MS 971806-7 1VF/SC PSS 65;X;X
18874;AO 971762-1 4VF/AL 3,17%;X;X
18875;AO 971762-1 4VF/AL 3,17%;X;X
18876;AO 971755-9 4VF/AL 3,17%;X;X
18877;AO 971755-9 4VF/AL 3,17%;X;X
18878;AO 97758-3 4VF/AL 3,17%;X;X
18879;AO 971758-3 4VF/AL 3,17%;X;X
18880;MS 967858-0 3VF/BA MANUT. VANT;X;X
18881;MS 967858-0 3VF/BA MANUT. VANT;X;X
18882;MS 968404-1 3VF/PB RAV;X;X
18883;MS 968405-0 3VF/PB RAV;X;X
18884;MS 977640-6 17VF/DF VAN.ART192;X;X
18885;AO 974294-4 5VF/CE - QUINTOS;;X
18886;AO 9613637-8 2VF/CE - RAV;X;X
18887;AO 9613637-8 2VF/CE - RAV;X;X
18888;MS 97334141-9 8VF/BA - ABONO;X;X
18889;MS 972834-8 2VF/RN - ABONO;X;X
18890;AO 974294-4 5VF/CE DAI/FG;X;X
18891;MS 972008-8 1VF/SE-VANT.ART192;X;X
18892;MS 966030-4 4VF/BA REST. V.PES;X;X
18893;MS 966852-6 4VF/BA - REST.V.P.;X;X
18894;ACI 97344572-6 8VF/DF VAN.P192;X;X
18895;MS 960447788-0 TRF4REG.V.A.192;X;X
18896;AO 972449-0 1VF/AL - PSS 6%;X;X
18897;AO 972464-4 1VF/AL - PSS 6%;X;X
18898;MS 972036-6 2VF/MT - PSS 6%;X;X
18899;AO 972439-3 1VF/AL PSS 6%;X;X
18900;MS 972426-1 3VF/CE - ABONO;X;X
18901;MS 9128868-3 6VF/DF - ABONO;X;X
18902;AO 977018-2 1VF/PR - PSS 6%;X;X
18903;AO 972433-4 1VF/AL - PSS 6%;X;X
18904;MS 972849-6 7VF/PE - PSS 6%;X;X
18905;MS 973811985-0 2VF/MG - PSS 6%;X;X
18906;AO 969809-3 2VF/MG - ABONO;X;X
18907;MS 974301-0 3VF/PB - ABONO;X;X
18908;MS 962336-0 7VF/BA REV. APOSEN;X;X
18909;RT 131.41/92 1JCJ/RS COM.APOS.;X;X
18910;MS 96900-3 1VF/SE - PSS 6%;X;X
18911;AO 972438-5 1VF/AL - PSS 6%;X;X
18912;VANT 70% - SENT;X;X
18913;AO 968251-0 7VF/MG QUINTOS FC;;X
18914;AO 968251-0 7VF/MG - QUIN. FC;;X
18915;MS 968406-8 1VF/PB RAV;X;X
18916;MS 9612172-9 18VF/RJ RES.BIEN;X;X
18917;MS 97355470-5 1VF/GO PSS 6%;X;X
18918;AO 972390-7 1VF/AL - PSS 6%;X;X
18919;MS 971969-1 2VF/AL PSS 6%;X;X
18920;AO 97386728-7 8VF/MG REST. GAE;X;X
18921;VANT. 80%;X;X
18922;MS 973416372-3 6VF/DF PSS 6%;X;X
18923;AO 9513592-2 3VF/RN ANUENIO;X;X
18924;AO 9513592-2 3VF/RN ANUENIO;;X
18925;AO 972334-6 1VF/AL 28,86%;;X
18926;MS 975618-8 4VF/GO - PSS 6%;X;X
18927;MS 97380207-9 VU/MG ABONO;X;X
18928;MS 97380211-4 VU/MG ABONO;X;X
18929;AO 973159-4 3VF/AL - PSS 6%;X;X
18930;MS 97890-4 2VF/PA PSS 6%;X;X
18931;MS 9620199-4 4VF/DF EXC.ANUEN.;X;X
18932;MS 9620199-4 4VF/DF EXC.ANUEN;X;X
18933;MS 9411423-0 7VF/CE T.S.V. PES;X;X
18934;A.IND.27189012605 VF/S.M I.D.P;X;X
18935;MS 9719644-6 17VF/DF GR.Z.ESP.;X;X
18936;MS 9719644-6 17VF/DF GR.Z.ESP.;X;X
18937;MS 922343-6 2VF/AL 35% LEI8270;X;X
18938;MS 922343-6 2VF/AL 35% LEI8270;X;X
18939;AO 967231-0 3VF/MS - DIF. GEFA;X;X
18940;RT 8888-9 2VF/BH HORA EXTRA AP;X;X
18941;AO 9519790-1 8VF/CE ANUENIO;;X
18942;AO 96921755-6 16VF/SP PSS 6%;X;X
18943;MS 97808-8 1VF/ES - ABONO;X;X
18944;MS 9674697-4 2VF/RJ ABONO;X;X
18945;AO 9627413-4 5VF/MG QUINTOS FG;;X
18946;AO 9627413-4 5VF/MG QUINTOS FG;;X
18947;MS 973681-3 2VF/PA - PSS 6%;X;X
18948;MCI 97401709-0 11VF/SP PSS 6%;X;X
18949;MS 9414377-0 8VF/DF EX. P.P/T.;X;X
18950;RT 2530/91 1JCJ/UBER PERICULOS;X;X
18951;MS 973135-7 1VF/ES ABONO;X;X
18952;MS 97394595-5 5VF/PA PSS 6%;X;X
18953;MS 972108-4 1VF/AL - ABONO;X;X
18954;MS 972107-6 3VF/AL - ABONO;X;X
18955;MS 972104-1 1VF/AL - ABONO;X;X
18956;MS 971534-3 2VF/AL - ABONO;X;X
18957;AO 972152-1 2VF/PB - PSS 6%;X;X
18958;MS 971218-0 2VF/MT - PSS 6%;X;X
18959;MS 974062-3 4VF/AL - ABONO;X;X
18960;MS 96128-6 15VF/DF ABONO;X;X
18961;MS 966543-8 3VF/MT - ABONO;X;X
18962;MS 97233-0 2VF/AL - ABONO;X;X
18963;AO 92924-7 3VF/CE - ANUENIO;;X
18964;AO 92924-7 3VF/CE - ANUENIO;;X
18965;AO 972443-1 1VF/AL - PSS 6%;X;X
18966;AO 972580-2 1VF/AL - PSS 6%;X;X
18967;MS 974395 2VF/PE ABONO;X;X
18968;MS 972042-8 10VF/PE ABONO;X;X
18969;AO 972451-2 1VF/AL - PSS 6%;X;X
18970;AO 972592-6 1VF/AL - PSS 6%;X;X
18971;MS 964377-9 1VF/SE VANT.AR.192;X;X
18972;MS 96112-0 2VF/PB REV. APOSENT;X;X
18973;MS 9713450-4 2VF/RJ PSS 6%;X;X
18974;MS 9714748-77 7VF/RJ PSS 6%;X;X
18975;MS 9710786-8 11VF/RJ PSS 6%;X;X
18976;MS 971963-2 1VF/AL PSS 6%;X;X
18977;AO 962502-9 5VF/DF - 28,86%;X;X
18978;AO 9519930-0 5VF/DF - 28,86%;X;X
18979;MS 973589-7 17VF/DF - ABONO;X;X
18980;AO 97242-0 1VF/MS PDV;X;X
18981;MS 966852-6 4VF/BA REST.V.PES;X;X
18982;ACI 972776-3 5VF/BA RM DEC2333;X;X
18983;MS 9613079-5 4VF/MA V.ART.193;X;X
18984;AO 935849-5 4VF/AL REST.GOE;X;X
18985;MS 9711019-2 8VF/RJ - PSS 6%;X;X
18986;MS 964663-8 8VF/DF - PSS 6%;X;X
18987;MS 9711862-2 29VF/RJ PSS 6%;X;X
18988;AC 97402528-9 1VF/SP PSS 6%;X;X
18989;MS 973803612-0 VF/UBER AD.IR.I;X;X
18990;MS 973803613-2 VF/UBE AD.IR.I;X;X
18991;AO 9712698-6 6VF/CE - DEV.I.R;X;X
18992;MS 976300-1 JF/GO PSS 6%;X;X
18993;MS 9625816-3 16VFR/DF QUINTOS;;X
18994;MS 973803609-7 VF/UBER AD.IR.I;X;X
18995;MS 973803606-9 VF/UBER AD.IR.I;X;X
18996;MS 973803607-1 VF/UBER.AD.IR.I;X;X
18997;MS 9619802-0 8VF/DF GAE/ATS192;X;X
18998;AO 943945-0 4VF/DF LIC PREMIO;;
18999;MS 9649966-7 8 VF/CE V.D.95689;X;X
19000;AO 9525672-0 6VF/CE ANUENIO;;X
19001;MS 970503349-8 JF/PE - PSS 6%;X;X
19002;AO 977267-5 8VF/DF 28,86%;X;X
19003;AO 973165-9 1VF/RN 3,17%;X;X
19004;MS 973803610-4 VF/UBER AD.IR.I;X;X
19005;AO 979047-7 4VF/CE ANUENIO;;X
19006;AO 979047-7 4VF/CE ANUENIO;;X
19007;AO 973165-9 1VF/RN 3,17%;X;X
19008;MS 97301448-4 2VF/AC VAN. 192;X;X
19009;MS 9712669-2 3VF/CE - PSS 6%;X;X
19010;MS 9717396-8 15VF/DF - PSS 6%;X;X
19011;MS 96202255-8 VU/UBE PSS 6%;X;X
19012;AO 972731-9 3VF/MT 3,17%;X;X
19013;AO 972731-9 3VF/MT 3,17%;X;X
19014;MS 936019-8 10VF/RS DEV AB TET;;
19015;MS 936019-8 10VF/RS DEV AB TET;;
19016;RT 132066-90 13JCJ/PE INSALUB;X;X
19017;AO 935724-3 4VF/PE 7/30 16,19%;X;X
19018;AO 935724-3 4VF/PE 7/30 16,19%;X;X
19019;AO 965072-4 2VF/PI PSS 6%;X;X
19020;MS 97366-1 3VF/AC PSS 6%;X;X
19021;RT 2206/92 12JCJ/PE PERICULOS.;X;X
19022;RT 2206/92 12JCJ/PE PERICULOS.;X;X
19023;MS 953247-3 2VF/MA HORA EXTRA;X;X
19024;MS 953247-3 2VF/MA HORA EXTRA;X;X
19025;AO 9513588-4 5VF/RN ANUENIO;;X
19026;AO 9513588-4 5VF/RN ANUENIO;;X
19027;AO 9414028-2 9VF/RS QUINTOS FC;;X
19028;AO 9513588-4 5VF/RN ANUENIO;;X
19029;MS 965846-6 7VF/PE PSS 6%;X;X
19030;AO 9513588-4 5VF/RN ANUENIO;;X
19031;MS 9625811-2 16VF/DF DECIMOS;;X
19032;MS 9634897-9 1VF/MG REST.VAN.;X;X
19033;MS 975003-1 2VF/DF PSS 6%;X;X
19034;MS 97447-1 3VF/AC PSS 6%;X;X
19035;AO 97462-6 2VF/PI PSS 6%;X;X
19036;AO 937339-7 9VF/PE ADIC. NOT.;X;X
19037;MS 968413-0 3VF/PB RAV;X;X
19038;MS 968408-4 3VF/PB RAV;X;X
19039;MS 972742-2 3VF/AL ABONO;X;X
19040;MS 974057-7 6VF/PE ABONO;X;X
19041;RT 1931/88 8JCJ/MG COMPL.APOS.;X;X
19042;RT 2242/89 9JCJ/MG - COMP.APOS;X;X
19043;MS 9692-1 5VF/DF - ABONO;X;X
19044;AO 972595-0 1VF/AL - PSS 6%;X;X
19045;AO 26173 7VF/SP GRAT. BIENAL;;
19046;AO 26173 7VF/SP GRAT. BIENAL;;
19047;AO 9710284-0 3VF/CE V.D.95689;X;X
19048;MS 9615510-0 17VF/DF E.A.T.P/V;X;X
19049;AO 9652263-4 4VF/CE FG;X;X
19050;AO 96302416-3 VU/UBE;X;X
19051;MS 97438-2 2VF/AC PSS 6%;X;X
19052;MS 97433-9 2VF/AC PSS 6%;X;X
19053;AO 9310-7 2VF/PB 12 REF.;X;X
19054;AO 9310-7 2VF/PB 12REF;X;X
19055;AO 858849-4 7VF/DF BIENAL;X;X
19056;AO 858849-4 7VF/DF BIENAL;;
19057;MS 975356-3 5VF/RS GRAT.BIENAL;X;X
19058;AO 532829-2 24VF/RJ INDENIZAç;X;X
19059;MS 9750000-9 10VF/PE PSS 6%;X;X
19060;MC 97402219-0 1VF/SP PSS 6%;X;X
19061;MS 97331-1 1VF/PA PSS 6%;X;X
19062;MS 97891-7 1VF/PA PSS 6%;X;X
19063;MS 200041122-4 16VF/DF GPS;X;X
19064;MS 971817-2 1VF/SE ABONO;X;X
19065;MS 973802696-8 JF/MG - ABONO;X;X
19066;AO 972456-3 1VF/AL - PSS 6%;X;X
19067;AO 937339-7 9VF/PE H. EXTRA;X;X
19068;AO 937339-7 9VF/PE ADIC. NOT.;X;X
19069;MS 971852-0 2VF/RN - ABONO;X;X
19070;MS 966457-1 1VF/PE - PSS 6%;X;X
19071;AO 6079865 9VF/RJ GRAT. BIENAL;;
19072;AO 9513578-7 3VF/RN ANUENIO;;X
19073;MS 97355347-8 6VF/GO PSS 6%;X;X
19074;MS 971659-5 2VF/RN - ABONO;X;X
19075;MS 973480-1 3VF/AL - ABONO;X;X
19076;MS 973481-0 4VF/AL - ABONO;X;X
19077;MS 961378-0 JF/RJ - ABONO;X;X
19078;MS 97570-4 3VF/SE - ABONO;X;X
19079;AO 97407-4 3VF/MS PSS 6%;X;X
19080;AO 97407-4 3VF/MS PSS 6%;X;X
19081;MS 200041132-6 16VF/DF GPS;X;X
19082;MS 200041132-6 16VF/DF GPS;X;X
19083;MS 200041116-3 16VF/DF GPS;X;X
19084;MS 200041116-3 16VF/DF GPS;X;X
19085;MS 200042563-8 4VF/DF COM SAL;X;X
19086;MS 200033314-5 9VF/RS ART 192;X;X
19087;AO 967383-0 2VF/AL 3,17%;X;X
19088;AO 967383-0 2VF/AL 3,17%;X;X
19089;MS 992756-1 4VF/AM PSS/GRA/NAT;;
19090;RT 712/91 1JCJ/PA 84,32%;X;X
19091;RT 712/91 1JCJ/PA 84,32%;X;X
19092;AO 9622816-7 4VF/DF 3,17%;X;X
19093;AO 9622816-7 4VF/DF 3,17%;X;X
19094;MS 200043101-8 20VF/DF PSS/NAT;;
19095;AO 971458-4 10VF/PE 28,86%;X;X
19096;AO 971458-4 10VF/PE 28,86%;X;X
19097;AO 9611570-2 10VF/PE 28,86%;X;X
19098;AO 9611570-2 10VF/PE 28,86%;X;X
19099;AO 97945-9 10VF/PE 28,86%;X;X
19100;AO 97945-9 10VF/PE 28,86%;X;X
19101;AO 927781-1 9VF/PE PENSÃO;X;X
19102;AO 9526600-8 24VF/RJ 28,86%;X;X
19103;AO 9713340-2 9VF/DF 3,17%;X;X
19104;AO 9713340-2 9VF/DF 3,17%;X;X
19105;AO 9526600-8 24VF/RJ 28,86%;X;X
19106;DEC. 2333/87;X;X
19107;MS 200033313-3 10VF/RS ART 192;X;X
19108;MS 9615440-6 15VF/DF ABONO;X;X
19109;RAV;X;X
19110;MS 973803606-9 VF/UBER AD.IR.I;X;X
19111;MS 9620916-2 17V/DF PSS 6%;X;X
19112;AO 971100830-0 VU/RS PSS 6%;X;X
19113;MS 973803605-6 VF/UBER AD.IR.I;X;X
19114;REST. GADF;X;X
19115;AO 971101672-9 VU/RS PSS 6%;X;X
19116;MS 9315604-7 2VF/PB E.T.V.PES.;X;X
19117;AO 973288-4 7VF/CE QUINTOS DAS;;X
19118;MS 968412-2 3VF/PB RAV;X;X
19119;AO 976000917-0 VF/CHAPECO GEL;X;X
19120;MS 9631787-9 3VF/MG MAN. PROV.;X;X
19121;AO 937339-7 9VF/PE HH. EXTRA;X;X
19122;MS 9412307-8 5VF/CE EX. V.P.T.;X;X
19123;MS 97373705-0 4VF/PA FER. 1/3;X;X
19124;RT 1928/91 2JCJ/UBER INSALUB.;X;X
19125;AO 971300446-9 1VF/RS AD. PERI;X;X
19126;MS 972082-7 5VF/PE MAN. PROV;X;X
19127;MS 971700-1 10VF/PE MAN. VENC.;X;X
19128;MS 971700-1 10VF/PE MAN. VENC.;X;X
19129;REST. GADF;X;X
19130;AO 971101669-9 VU/S PSS 6%;X;X
19131;MS 972082-7 5VF/PE MAN. VENC.;X;X
19132;RT 33/89 18JCJ/RJ GRAT.NIV.SUP;X;X
19133;MC 97402470-3 1VF/SP PSS 6%;X;X
19134;MS 9624060-4 13VF/DF E.T.V.184;X;X
19135;RT 33/89 18JCJ/RJ GRAT.NIV.SUP;X;X
19136;RT 9105-7XI 4VF/GO F. 1/3CONST;X;X
19137;MS 979834-7 13VF/DF AC.DEC.192;X;X
19138;ISENCAO DE IR;X;X
19139;RT 9105-7XI 4VF/GO F. 1/3 CONS;X;X
19140;AO 9639479-2 4VF/CE ANUENIO;;X
19141;AO 923823-9 7VF/CE 26,05%;X;X
19142;AO 923823-9 7VF/CE 26,05%;X;X
19143;AO 9611986-4 4VF/CE FC;X;X
19144;AO 9611986-4 4VF/CE FC;X;X
19145;AO 967761-9 4VF/CE ANUENIO;;X
19146;AO 967761-9 4VF/CE ANUENIO;;X
19147;AO 9626765-0 16VF/DF     AT;X;X
19148;MS200021892-7 6VF/RS ART 192;X;X
19149;AO 200022418-6 12VF/RS ART 192;X;X
19150;REVISAO DE APOSENTADORIA;X;X
19151;MS 9616973-0 29VF/RJ DEV. PSS;X;X
19152;MS 97189-3 5VF/DF REV APOS;X;X
19153;MS 200034656-6 6VF/DF GDAT;X;X
19154;MS 9937125-6 14VF/DF PSS/FC;;
19155;MS 973841-6 4VF/SP PSS 6%;X;X
19156;MS 965475-4 2VF/PA DEV. PSS;X;X
19157;MS 200038915-9 13VF/DF GPS;;
19158;MS 200038915-9 13VF/DF GPS;X;X
19159;MS 99023532-6 7VF/MG ART 192;X;X
19160;AO 934382-0 17VF/RJ 7/30 16,19;X;X
19161;AO 934382-0 17VF/RJ 7/30 16,19;X;X
19162;RT 53911005/01 3JCJ/SE PCCS;X;X
19163;MS 97742-1 3VF/MS PSS 6%;X;X
19164;AO 923631-7 3VF/PB 26,05%;X;X
19165;AC 9730428-0 3VF/AC PSS 6%;X;X
19166;MS 974999-2 4VF/DF PSS6%;X;X
19167;MS 975006-0 5VF/DF PSS 6%;X;X
19168;AO 931372-8 7VF/CE 26,05%;X;X
19169;AO 931372-8 7VF/CE 26,05%;X;X
19170;AO 9213499-8 1VF/SE 26,05%;X;X
19171;RT 1221/89-8 1JCJ/SP PCCS;X;X
